"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0018279","protein N-linked glycosylation via asparagine","14/811","33/7628",0.424242424242424,3.99028509509397,5.93740030251021,2.49340903483119e-06,0.011193391304178,0.011193391304178,"ALG1/DOLK/ALG11/ALG2/ALG3/ALG5/ALG8/ALG9/DDOST/RFT1/RPN1/RPN2/STT3A/UGGT1",14
"GO:0006487","protein N-linked glycosylation","17/811","48/7628",0.354166666666667,3.33117550349363,5.58793878654962,4.20488027955596e-06,0.011193391304178,0.011193391304178,"ALG1/DOLK/MGAT4B/ALG11/ALG2/ALG3/ALG5/ALG8/ALG9/DDOST/ENTPD5/KRTCAP2/RFT1/RPN1/RPN2/STT3A/UGGT1",17
"GO:0006364","rRNA processing","43/811","206/7628",0.20873786407767,1.96331988555421,4.83430797180767,9.13676626469761e-06,0.0126837776651751,0.0126837776651751,"NAT10/TFB2M/UTP20/ZCCHC4/DCAF13/DDX18/DDX47/DDX52/DDX56/FCF1/GEMIN4/HEATR1/IMP4/LAS1L/METTL15/MTREX/NOC4L/NOL10/NOL11/NOL6/NOL8/NOL9/NOP56/NOP58/NOP9/NSUN4/PDCD11/PELP1/PRKDC/PWP2/TBL3/TFB1M/TRMT2B/URB1/UTP15/UTP18/UTP25/UTP4/WDR3/WDR36/WDR43/WDR46/WDR75",43
"GO:0006650","glycerophospholipid metabolic process","33/811","144/7628",0.229166666666667,2.15546650226058,4.82794561676878,1.35551865163103e-05,0.0126837776651751,0.0126837776651751,"ABCA3/EFR3A/HDHD5/LPGAT1/MTMR12/PIGX/ABHD12/ABHD16A/AGPAT3/AGPAT4/AGPAT5/CDIPT/CDS2/DDHD1/DGKE/GNPAT/GPAT4/GPCPD1/IMPA2/INPP5K/LPCAT1/LPCAT4/PHB2/PIGG/PIGU/PNPLA6/PTDSS1/PTEN/PTPMT1/SACM1L/SLC30A5/SYNJ1/VAC14",33
"GO:0045017","glycerolipid biosynthetic process","29/811","120/7628",0.241666666666667,2.27303740238389,4.84797428949641,1.53981968871256e-05,0.0126837776651751,0.0126837776651751,"EFR3A/GK/HDHD5/LPGAT1/PIGX/AGPAT3/AGPAT4/AGPAT5/CDIPT/CDS2/CTDNEP1/DGKE/GNPAT/GPAT4/IMPA2/INPP5K/KAT5/LPCAT1/LPCAT4/PCK2/PIGG/PIGU/PTDSS1/PTEN/PTPMT1/SACM1L/SLC30A5/SYNJ1/VAC14",29
"GO:0006488","dolichol-linked oligosaccharide biosynthetic process","9/811","17/7628",0.529411764705882,4.97947341698702,5.66526019447482,1.83408083388938e-05,0.0126837776651751,0.0126837776651751,"ALG1/DOLK/ALG11/ALG2/ALG3/ALG5/ALG8/ALG9/RFT1",9
"GO:0042274","ribosomal small subunit biogenesis","26/811","103/7628",0.252427184466019,2.37424730346091,4.84307179273166,1.85799650843493e-05,0.0126837776651751,0.0126837776651751,"METTL17/NAT10/UTP20/DCAF13/DDX52/FCF1/HEATR1/IMP4/NOL10/NOL11/NOL6/NOP56/NOP58/NOP9/PRKDC/PWP2/TBL3/UTP15/UTP18/UTP25/UTP4/WDR3/WDR36/WDR43/WDR46/WDR75",26
"GO:0046486","glycerolipid metabolic process","37/811","172/7628",0.215116279069767,2.02331316491268,4.68177446317381,1.90590197823818e-05,0.0126837776651751,0.0126837776651751,"ABCA3/EFR3A/GK/HDHD5/LPGAT1/MTMR12/PIGX/ABHD12/ABHD16A/AGPAT3/AGPAT4/AGPAT5/CDIPT/CDS2/CTDNEP1/DDHD1/DGKE/GNPAT/GPAT4/GPCPD1/IMPA2/INPP5K/KAT5/LPCAT1/LPCAT4/PCK2/PHB2/PIGG/PIGU/PNPLA6/PTDSS1/PTEN/PTPMT1/SACM1L/SLC30A5/SYNJ1/VAC14",37
"GO:0016072","rRNA metabolic process","46/811","238/7628",0.19327731092437,1.8179029935032,4.42138883616948,3.61629072530513e-05,0.0213923686905828,0.0213923686905828,"NAT10/TFB2M/UTP20/ZCCHC4/DCAF13/DDX18/DDX47/DDX52/DDX56/FCF1/GEMIN4/GTF3C3/GTF3C4/HEATR1/IMP4/LAS1L/METTL15/MTREX/NOC4L/NOL10/NOL11/NOL6/NOL8/NOL9/NOP56/NOP58/NOP9/NSUN4/PDCD11/PELP1/POLR1B/PRKDC/PWP2/TBL3/TFB1M/TRMT2B/URB1/UTP15/UTP18/UTP25/UTP4/WDR3/WDR36/WDR43/WDR46/WDR75",46
"GO:0006644","phospholipid metabolic process","38/811","185/7628",0.205405405405405,1.93197587229646,4.42595686646435,4.38424142820837e-05,0.0233417013637814,0.0233417013637814,"ABCA3/DOLK/EFR3A/HDHD5/LPGAT1/MTMR12/PIGX/TMEM38B/ABHD12/ABHD16A/AGPAT3/AGPAT4/AGPAT5/CDIPT/CDS2/DDHD1/DGKE/FADS1/GNPAT/GPAT4/GPCPD1/IMPA2/INPP5K/LPCAT1/LPCAT4/PHB2/PIGG/PIGU/PLPP6/PNPLA6/PTDSS1/PTEN/PTPMT1/SACM1L/SLC30A5/SPTLC2/SYNJ1/VAC14",38
"GO:0030490","maturation of SSU-rRNA","16/811","52/7628",0.307692307692308,2.89405292611211,4.72676980529761,5.95612807094091e-05,0.0277470394271972,0.0277470394271972,"NAT10/UTP20/DCAF13/DDX52/HEATR1/IMP4/NOL10/NOL11/NOP9/PWP2/TBL3/UTP25/UTP4/WDR3/WDR43/WDR46",16
"GO:0042254","ribosome biogenesis","53/811","293/7628",0.180887372013652,1.70136729188673,4.22250247862653,6.25402842085586e-05,0.0277470394271972,0.0277470394271972,"DDX28/METTL17/NAT10/TFB2M/UTP20/ZCCHC4/CUL4B/DCAF13/DDX18/DDX3X/DDX47/DDX52/DDX56/DHX30/FCF1/GEMIN4/HEATR1/IMP4/LAS1L/MDN1/METTL15/MTREX/MYBBP1A/NOC2L/NOC4L/NOL10/NOL11/NOL6/NOL8/NOL9/NOP56/NOP58/NOP9/NSUN4/PDCD11/PELP1/PRKDC/PWP2/TBL3/TFB1M/TRMT2B/URB1/URB2/UTP15/UTP18/UTP25/UTP4/WDR3/WDR36/WDR43/WDR46/WDR75/XPO1",53
